"Date Printed: Monday, August 10, 2026 2:43:04 PM"
Title: "Chlamydia | Gonorrhea | Primary and Secondary Syphilis | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | 2021 | 2022 | 2023 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | 15-19 | 20-24 | 25-29""
Footnote(s): 
   NA - Not Applicable.



Indicator,Year,Geography,FIPS,Age Group,Cases,Rate per 100000
"Gonorrhea","2023","Rhode Island","44","15-19","245","338.5"
"Gonorrhea","2023","Rhode Island","44","20-24","392","527.5"
"Gonorrhea","2023","Rhode Island","44","25-29","287","402.8"
"Primary and Secondary Syphilis","2023","Rhode Island","44","15-19","2","2.8"
"Primary and Secondary Syphilis","2023","Rhode Island","44","20-24","14","18.8"
"Primary and Secondary Syphilis","2023","Rhode Island","44","25-29","17","23.9"
"Chlamydia","2023","South Carolina","45","15-19","9,551","2690.4"
"Chlamydia","2023","South Carolina","45","20-24","11,521","3355.4"
"Chlamydia","2023","South Carolina","45","25-29","5,399","1634.8"
"Gonorrhea","2023","South Carolina","45","15-19","2,480","698.6"
"Gonorrhea","2023","South Carolina","45","20-24","3,523","1026.0"
"Gonorrhea","2023","South Carolina","45","25-29","2,174","658.3"
"Primary and Secondary Syphilis","2023","South Carolina","45","15-19","33","9.3"
"Primary and Secondary Syphilis","2023","South Carolina","45","20-24","143","41.6"
"Primary and Secondary Syphilis","2023","South Carolina","45","25-29","180","54.5"
"Chlamydia","2023","South Dakota","46","15-19","1,204","1902.3"
"Chlamydia","2023","South Dakota","46","20-24","1,501","2458.5"
"Chlamydia","2023","South Dakota","46","25-29","881","1544.6"
"Gonorrhea","2023","South Dakota","46","15-19","324","511.9"
"Gonorrhea","2023","South Dakota","46","20-24","446","730.5"
"Gonorrhea","2023","South Dakota","46","25-29","458","803.0"
"Primary and Secondary Syphilis","2023","South Dakota","46","15-19","51","80.6"
"Primary and Secondary Syphilis","2023","South Dakota","46","20-24","102","167.1"
"Primary and Secondary Syphilis","2023","South Dakota","46","25-29","111","194.6"
"Chlamydia","2023","Tennessee","47","15-19","7,663","1677.2"
"Chlamydia","2023","Tennessee","47","20-24","10,865","2349.9"
"Chlamydia","2023","Tennessee","47","25-29","5,656","1171.3"
"Gonorrhea","2023","Tennessee","47","15-19","2,353","515.0"
"Gonorrhea","2023","Tennessee","47","20-24","3,759","813.0"
"Gonorrhea","2023","Tennessee","47","25-29","2,680","555.0"
"Primary and Secondary Syphilis","2023","Tennessee","47","15-19","54","11.8"
"Primary and Secondary Syphilis","2023","Tennessee","47","20-24","164","35.5"
"Primary and Secondary Syphilis","2023","Tennessee","47","25-29","191","39.6"
"Chlamydia","2023","Texas","48","15-19","35,205","1596.5"
"Chlamydia","2023","Texas","48","20-24","50,769","2396.3"
"Chlamydia","2023","Texas","48","25-29","28,296","1316.9"
"Gonorrhea","2023","Texas","48","15-19","8,705","394.8"
"Gonorrhea","2023","Texas","48","20-24","14,365","678.0"
"Gonorrhea","2023","Texas","48","25-29","10,655","495.9"
"Primary and Secondary Syphilis","2023","Texas","48","15-19","258","11.7"
"Primary and Secondary Syphilis","2023","Texas","48","20-24","797","37.6"
"Primary and Secondary Syphilis","2023","Texas","48","25-29","827","38.5"
"Chlamydia","2023","Utah","49","15-19","2,135","755.2"
"Chlamydia","2023","Utah","49","20-24","3,953","1353.0"
"Chlamydia","2023","Utah","49","25-29","2,095","796.1"
"Gonorrhea","2023","Utah","49","15-19","234","82.8"
"Gonorrhea","2023","Utah","49","20-24","588","201.3"
"Gonorrhea","2023","Utah","49","25-29","519","197.2"
"Primary and Secondary Syphilis","2023","Utah","49","15-19","8","2.8"
"Primary and Secondary Syphilis","2023","Utah","49","20-24","55","18.8"
"Primary and Secondary Syphilis","2023","Utah","49","25-29","63","23.9"
"Chlamydia","2023","Vermont","50","15-19","294","702.9"
"Chlamydia","2023","Vermont","50","20-24","439","1002.9"
"Chlamydia","2023","Vermont","50","25-29","209","569.0"
"Gonorrhea","2023","Vermont","50","15-19","23","55.0"
"Gonorrhea","2023","Vermont","50","20-24","40","91.4"
"Gonorrhea","2023","Vermont","50","25-29","30","81.7"
"Primary and Secondary Syphilis","2023","Vermont","50","15-19","1","2.4"
"Primary and Secondary Syphilis","2023","Vermont","50","20-24","1","2.3"
"Primary and Secondary Syphilis","2023","Vermont","50","25-29","1","2.7"
"Chlamydia","2023","Virginia","51","15-19","9,870","1735.6"
"Chlamydia","2023","Virginia","51","20-24","15,280","2670.7"
"Chlamydia","2023","Virginia","51","25-29","7,284","1280.5"
"Gonorrhea","2023","Virginia","51","15-19","1,995","350.8"
"Gonorrhea","2023","Virginia","51","20-24","3,720","650.2"
"Gonorrhea","2023","Virginia","51","25-29","2,744","482.4"
"Primary and Secondary Syphilis","2023","Virginia","51","15-19","41","7.2"
"Primary and Secondary Syphilis","2023","Virginia","51","20-24","108","18.9"
"Primary and Secondary Syphilis","2023","Virginia","51","25-29","180","31.6"
"Chlamydia","2023","Washington","53","15-19","5,063","1078.7"
"Chlamydia","2023","Washington","53","20-24","9,137","1905.0"
"Chlamydia","2023","Washington","53","25-29","5,278","947.7"
"Gonorrhea","2023","Washington","53","15-19","587","125.1"
"Gonorrhea","2023","Washington","53","20-24","1,686","351.5"
"Gonorrhea","2023","Washington","53","25-29","1,944","349.1"
"Primary and Secondary Syphilis","2023","Washington","53","15-19","58","12.4"
"Primary and Secondary Syphilis","2023","Washington","53","20-24","163","34.0"
"Primary and Secondary Syphilis","2023","Washington","53","25-29","237","42.6"
"Chlamydia","2023","West Virginia","54","15-19","1,076","980.0"
"Chlamydia","2023","West Virginia","54","20-24","1,726","1546.3"
"Chlamydia","2023","West Virginia","54","25-29","775","743.3"
"Gonorrhea","2023","West Virginia","54","15-19","133","121.1"
"Gonorrhea","2023","West Virginia","54","20-24","286","256.2"
"Gonorrhea","2023","West Virginia","54","25-29","170","163.1"
"Primary and Secondary Syphilis","2023","West Virginia","54","15-19","1","0.9"
"Primary and Secondary Syphilis","2023","West Virginia","54","20-24","25","22.4"
"Primary and Secondary Syphilis","2023","West Virginia","54","25-29","29","27.8"
"Chlamydia","2023","Wisconsin","55","15-19","6,656","1704.8"
"Chlamydia","2023","Wisconsin","55","20-24","8,778","2210.6"
"Chlamydia","2023","Wisconsin","55","25-29","4,251","1159.5"
"Gonorrhea","2023","Wisconsin","55","15-19","1,712","438.5"
"Gonorrhea","2023","Wisconsin","55","20-24","1,770","445.7"
"Gonorrhea","2023","Wisconsin","55","25-29","1,195","326.0"
"Primary and Secondary Syphilis","2023","Wisconsin","55","15-19","31","7.9"
"Primary and Secondary Syphilis","2023","Wisconsin","55","20-24","88","22.2"
"Primary and Secondary Syphilis","2023","Wisconsin","55","25-29","84","22.9"
"Chlamydia","2023","Wyoming","56","15-19","492","1219.4"
"Chlamydia","2023","Wyoming","56","20-24","662","1741.9"
"Chlamydia","2023","Wyoming","56","25-29","309","883.9"
"Gonorrhea","2023","Wyoming","56","15-19","34","84.3"
"Gonorrhea","2023","Wyoming","56","20-24","55","144.7"
"Gonorrhea","2023","Wyoming","56","25-29","46","131.6"
"Primary and Secondary Syphilis","2023","Wyoming","56","15-19","0","0.0"
"Primary and Secondary Syphilis","2023","Wyoming","56","20-24","2","5.3"
"Primary and Secondary Syphilis","2023","Wyoming","56","25-29","3","8.6"
"Chlamydia","2022","Alabama","01","15-19","8,822","2640.4"
"Chlamydia","2022","Alabama","01","20-24","11,460","3224.1"
"Chlamydia","2022","Alabama","01","25-29","5,191","1616.6"
"Gonorrhea","2022","Alabama","01","15-19","2,746","821.9"
"Gonorrhea","2022","Alabama","01","20-24","4,049","1139.1"
"Gonorrhea","2022","Alabama","01","25-29","2,510","781.7"
"Primary and Secondary Syphilis","2022","Alabama","01","15-19","52","15.6"
"Primary and Secondary Syphilis","2022","Alabama","01","20-24","221","62.2"
"Primary and Secondary Syphilis","2022","Alabama","01","25-29","220","68.5"
"Chlamydia","2022","Alaska","02","15-19","1,025","2267.7"
"Chlamydia","2022","Alaska","02","20-24","1,773","3400.2"
"Chlamydia","2022","Alaska","02","25-29","994","1827.0"
"Gonorrhea","2022","Alaska","02","15-19","186","411.5"
"Gonorrhea","2022","Alaska","02","20-24","448","859.2"
"Gonorrhea","2022","Alaska","02","25-29","436","801.4"
"Primary and Secondary Syphilis","2022","Alaska","02","15-19","3","6.6"
"Primary and Secondary Syphilis","2022","Alaska","02","20-24","17","32.6"
"Primary and Secondary Syphilis","2022","Alaska","02","25-29","20","36.8"
"Chlamydia","2022","Arizona","04","15-19","7,873","1618.9"
"Chlamydia","2022","Arizona","04","20-24","14,144","2690.3"
"Chlamydia","2022","Arizona","04","25-29","8,133","1601.3"
"Gonorrhea","2022","Arizona","04","15-19","1,973","405.7"
"Gonorrhea","2022","Arizona","04","20-24","3,953","751.9"
"Gonorrhea","2022","Arizona","04","25-29","3,202","630.4"
"Primary and Secondary Syphilis","2022","Arizona","04","15-19","77","15.8"
"Primary and Secondary Syphilis","2022","Arizona","04","20-24","254","48.3"
"Primary and Secondary Syphilis","2022","Arizona","04","25-29","370","72.8"
"Chlamydia","2022","Arkansas","05","15-19","5,128","2524.6"
"Chlamydia","2022","Arkansas","05","20-24","6,651","3139.2"
"Chlamydia","2022","Arkansas","05","25-29","2,903","1490.1"
"Gonorrhea","2022","Arkansas","05","15-19","1,342","660.7"
"Gonorrhea","2022","Arkansas","05","20-24","2,019","952.9"
"Gonorrhea","2022","Arkansas","05","25-29","1,231","631.9"
"Primary and Secondary Syphilis","2022","Arkansas","05","15-19","34","16.7"
"Primary and Secondary Syphilis","2022","Arkansas","05","20-24","159","75.0"
"Primary and Secondary Syphilis","2022","Arkansas","05","25-29","178","91.4"
"Chlamydia","2022","California","06","15-19","28,038","1093.3"
"Chlamydia","2022","California","06","20-24","61,885","2334.1"
"Chlamydia","2022","California","06","25-29","40,802","1479.5"
"Gonorrhea","2022","California","06","15-19","6,101","237.9"
"Gonorrhea","2022","California","06","20-24","15,838","597.4"
"Gonorrhea","2022","California","06","25-29","16,867","611.6"
"Primary and Secondary Syphilis","2022","California","06","15-19","235","9.2"
"Primary and Secondary Syphilis","2022","California","06","20-24","985","37.2"
"Primary and Secondary Syphilis","2022","California","06","25-29","1,316","47.7"
"Chlamydia","2022","Colorado","08","15-19","5,504","1475.1"
"Chlamydia","2022","Colorado","08","20-24","8,962","2227.3"
"Chlamydia","2022","Colorado","08","25-29","5,179","1164.8"
"Gonorrhea","2022","Colorado","08","15-19","864","231.6"
"Gonorrhea","2022","Colorado","08","20-24","1,773","440.6"
"Gonorrhea","2022","Colorado","08","25-29","1,724","387.7"
"Primary and Secondary Syphilis","2022","Colorado","08","15-19","30","8.0"
"Primary and Secondary Syphilis","2022","Colorado","08","20-24","85","21.1"
"Primary and Secondary Syphilis","2022","Colorado","08","25-29","157","35.3"
"Chlamydia","2022","Connecticut","09","15-19","3,108","1258.3"
"Chlamydia","2022","Connecticut","09","20-24","4,456","1828.8"
"Chlamydia","2022","Connecticut","09","25-29","2,326","1039.0"
"Gonorrhea","2022","Connecticut","09","15-19","816","330.4"
"Gonorrhea","2022","Connecticut","09","20-24","1,377","565.1"
"Gonorrhea","2022","Connecticut","09","25-29","1,029","459.7"
"Primary and Secondary Syphilis","2022","Connecticut","09","15-19","7","2.8"
"Primary and Secondary Syphilis","2022","Connecticut","09","20-24","32","13.1"
"Primary and Secondary Syphilis","2022","Connecticut","09","25-29","46","20.5"
"Chlamydia","2022","Delaware","10","15-19","1,412","2235.0"
"Chlamydia","2022","Delaware","10","20-24","1,916","3117.5"
"Chlamydia","2022","Delaware","10","25-29","848","1402.3"
"Gonorrhea","2022","Delaware","10","15-19","289","457.4"
"Gonorrhea","2022","Delaware","10","20-24","396","644.3"
"Gonorrhea","2022","Delaware","10","25-29","254","420.0"
"Primary and Secondary Syphilis","2022","Delaware","10","15-19","7","11.1"
"Primary and Secondary Syphilis","2022","Delaware","10","20-24","41","66.7"
"Primary and Secondary Syphilis","2022","Delaware","10","25-29","39","64.5"
"Chlamydia","2022","District of Columbia","11","15-19","1,565","4298.0"
"Chlamydia","2022","District of Columbia","11","20-24","2,011","4181.4"
"Chlamydia","2022","District of Columbia","11","25-29","1,760","2489.1"
"Gonorrhea","2022","District of Columbia","11","15-19","466","1279.8"
"Gonorrhea","2022","District of Columbia","11","20-24","928","1929.6"
"Gonorrhea","2022","District of Columbia","11","25-29","1,144","1617.9"
"Primary and Secondary Syphilis","2022","District of Columbia","11","15-19","3","8.2"
"Primary and Secondary Syphilis","2022","District of Columbia","11","20-24","18","37.4"
"Primary and Secondary Syphilis","2022","District of Columbia","11","25-29","45","63.6"
"Chlamydia","2022","Florida","12","15-19","25,167","1981.7"
"Chlamydia","2022","Florida","12","20-24","36,449","2700.0"
"Chlamydia","2022","Florida","12","25-29","19,402","1446.3"
"Gonorrhea","2022","Florida","12","15-19","7,163","564.0"
"Gonorrhea","2022","Florida","12","20-24","11,560","856.3"
"Gonorrhea","2022","Florida","12","25-29","8,264","616.0"
"Primary and Secondary Syphilis","2022","Florida","12","15-19","189","14.9"
"Primary and Secondary Syphilis","2022","Florida","12","20-24","656","48.6"
"Primary and Secondary Syphilis","2022","Florida","12","25-29","816","60.8"
"Chlamydia","2022","Georgia","13","15-19","19,316","2563.2"
"Chlamydia","2022","Georgia","13","20-24","25,410","3280.4"
"Chlamydia","2022","Georgia","13","25-29","12,840","1732.1"
"Gonorrhea","2022","Georgia","13","15-19","5,356","710.7"
"Gonorrhea","2022","Georgia","13","20-24","9,182","1185.4"
"Gonorrhea","2022","Georgia","13","25-29","6,271","846.0"
"Primary and Secondary Syphilis","2022","Georgia","13","15-19","115","15.3"
"Primary and Secondary Syphilis","2022","Georgia","13","20-24","367","47.4"
"Primary and Secondary Syphilis","2022","Georgia","13","25-29","408","55.0"
"Chlamydia","2022","Hawaii","15","15-19","955","1233.4"
"Chlamydia","2022","Hawaii","15","20-24","1,843","2033.2"
"Chlamydia","2022","Hawaii","15","25-29","1,129","1231.2"
"Gonorrhea","2022","Hawaii","15","15-19","105","135.6"
"Gonorrhea","2022","Hawaii","15","20-24","318","350.8"
"Gonorrhea","2022","Hawaii","15","25-29","274","298.8"
"Primary and Secondary Syphilis","2022","Hawaii","15","15-19","4","5.2"
"Primary and Secondary Syphilis","2022","Hawaii","15","20-24","20","22.1"
"Primary and Secondary Syphilis","2022","Hawaii","15","25-29","35","38.2"
"Chlamydia","2022","Idaho","16","15-19","1,531","1044.0"
"Chlamydia","2022","Idaho","16","20-24","2,243","1665.5"
"Chlamydia","2022","Idaho","16","25-29","1,017","818.3"
"Gonorrhea","2022","Idaho","16","15-19","108","73.6"
"Gonorrhea","2022","Idaho","16","20-24","275","204.2"
"Gonorrhea","2022","Idaho","16","25-29","221","177.8"
"Primary and Secondary Syphilis","2022","Idaho","16","15-19","1","0.7"
"Primary and Secondary Syphilis","2022","Idaho","16","20-24","16","11.9"
"Primary and Secondary Syphilis","2022","Idaho","16","25-29","22","17.7"
"Chlamydia","2022","Illinois","17","15-19","16,014","1948.7"
"Chlamydia","2022","Illinois","17","20-24","24,740","2910.5"
"Chlamydia","2022","Illinois","17","25-29","14,141","1689.7"
"Gonorrhea","2022","Illinois","17","15-19","4,195","510.5"
"Gonorrhea","2022","Illinois","17","20-24","6,870","808.2"
"Gonorrhea","2022","Illinois","17","25-29","5,540","662.0"
"Primary and Secondary Syphilis","2022","Illinois","17","15-19","67","8.2"
"Primary and Secondary Syphilis","2022","Illinois","17","20-24","198","23.3"
"Primary and Secondary Syphilis","2022","Illinois","17","25-29","275","32.9"
"Chlamydia","2022","Indiana","18","15-19","8,465","1827.1"
"Chlamydia","2022","Indiana","18","20-24","12,628","2549.8"
"Chlamydia","2022","Indiana","18","25-29","5,923","1328.5"
"Gonorrhea","2022","Indiana","18","15-19","1,927","415.9"
"Gonorrhea","2022","Indiana","18","20-24","3,415","689.6"
"Gonorrhea","2022","Indiana","18","25-29","2,524","566.1"
"Primary and Secondary Syphilis","2022","Indiana","18","15-19","20","4.3"
"Primary and Secondary Syphilis","2022","Indiana","18","20-24","115","23.2"
"Primary and Secondary Syphilis","2022","Indiana","18","25-29","119","26.7"
"Chlamydia","2022","Iowa","19","15-19","3,891","1752.1"
"Chlamydia","2022","Iowa","19","20-24","5,507","2327.2"
"Chlamydia","2022","Iowa","19","25-29","2,408","1206.1"
"Gonorrhea","2022","Iowa","19","15-19","740","333.2"
"Gonorrhea","2022","Iowa","19","20-24","1,109","468.6"
"Gonorrhea","2022","Iowa","19","25-29","786","393.7"
"Primary and Secondary Syphilis","2022","Iowa","19","15-19","16","7.2"
"Primary and Secondary Syphilis","2022","Iowa","19","20-24","41","17.3"
"Primary and Secondary Syphilis","2022","Iowa","19","25-29","50","25.0"
"Chlamydia","2022","Kansas","20","15-19","3,760","1819.6"
"Chlamydia","2022","Kansas","20","20-24","5,432","2422.6"
"Chlamydia","2022","Kansas","20","25-29","2,197","1164.0"
"Gonorrhea","2022","Kansas","20","15-19","803","388.6"
"Gonorrhea","2022","Kansas","20","20-24","1,456","649.4"
"Gonorrhea","2022","Kansas","20","25-29","866","458.8"
"Primary and Secondary Syphilis","2022","Kansas","20","15-19","19","9.2"
"Primary and Secondary Syphilis","2022","Kansas","20","20-24","59","26.3"
"Primary and Secondary Syphilis","2022","Kansas","20","25-29","60","31.8"
"Chlamydia","2022","Kentucky","21","15-19","4,572","1592.9"
"Chlamydia","2022","Kentucky","21","20-24","6,804","2202.3"
"Chlamydia","2022","Kentucky","21","25-29","3,217","1099.3"
"Gonorrhea","2022","Kentucky","21","15-19","1,022","356.1"
"Gonorrhea","2022","Kentucky","21","20-24","1,836","594.3"
"Gonorrhea","2022","Kentucky","21","25-29","1,286","439.5"
"Primary and Secondary Syphilis","2022","Kentucky","21","15-19","22","7.7"
"Primary and Secondary Syphilis","2022","Kentucky","21","20-24","94","30.4"
"Primary and Secondary Syphilis","2022","Kentucky","21","25-29","111","37.9"
"Chlamydia","2022","Louisiana","22","15-19","11,014","3661.8"
"Chlamydia","2022","Louisiana","22","20-24","13,202","4186.8"
"Chlamydia","2022","Louisiana","22","25-29","5,623","1921.6"
"Gonorrhea","2022","Louisiana","22","15-19","3,373","1121.4"
"Gonorrhea","2022","Louisiana","22","20-24","4,634","1469.6"
"Gonorrhea","2022","Louisiana","22","25-29","2,670","912.4"
"Primary and Secondary Syphilis","2022","Louisiana","22","15-19","85","28.3"
"Primary and Secondary Syphilis","2022","Louisiana","22","20-24","230","72.9"
"Primary and Secondary Syphilis","2022","Louisiana","22","25-29","197","67.3"
"Chlamydia","2022","Maine","23","15-19","237","301.9"
"Chlamydia","2022","Maine","23","20-24","397","504.8"
"Chlamydia","2022","Maine","23","25-29","171","213.1"
"Gonorrhea","2022","Maine","23","15-19","51","65.0"
"Gonorrhea","2022","Maine","23","20-24","130","165.3"
"Gonorrhea","2022","Maine","23","25-29","99","123.3"
"Primary and Secondary Syphilis","2022","Maine","23","15-19","0","0.0"
"Primary and Secondary Syphilis","2022","Maine","23","20-24","7","8.9"
"Primary and Secondary Syphilis","2022","Maine","23","25-29","16","19.9"
"Chlamydia","2022","Maryland","24","15-19","6,346","1634.5"
"Chlamydia","2022","Maryland","24","20-24","11,740","3055.2"
"Chlamydia","2022","Maryland","24","25-29","5,556","1442.9"
"Gonorrhea","2022","Maryland","24","15-19","1,706","439.4"
"Gonorrhea","2022","Maryland","24","20-24","3,105","808.0"
"Gonorrhea","2022","Maryland","24","25-29","2,093","543.5"
"Primary and Secondary Syphilis","2022","Maryland","24","15-19","22","5.7"
"Primary and Secondary Syphilis","2022","Maryland","24","20-24","107","27.8"
"Primary and Secondary Syphilis","2022","Maryland","24","25-29","113","29.3"
"Chlamydia","2022","Massachusetts","25","15-19","5,879","1309.2"
"Chlamydia","2022","Massachusetts","25","20-24","10,024","2025.6"
"Chlamydia","2022","Massachusetts","25","25-29","5,346","1111.6"
"Gonorrhea","2022","Massachusetts","25","15-19","1,061","236.3"
"Gonorrhea","2022","Massachusetts","25","20-24","2,168","438.1"
"Gonorrhea","2022","Massachusetts","25","25-29","1,898","394.7"
"Primary and Secondary Syphilis","2022","Massachusetts","25","15-19","22","4.9"
"Primary and Secondary Syphilis","2022","Massachusetts","25","20-24","111","22.4"
"Primary and Secondary Syphilis","2022","Massachusetts","25","25-29","141","29.3"
"Chlamydia","2022","Michigan","26","15-19","11,349","1777.4"
"Chlamydia","2022","Michigan","26","20-24","15,505","2213.4"
"Chlamydia","2022","Michigan","26","25-29","7,582","1166.4"
"Gonorrhea","2022","Michigan","26","15-19","3,078","482.1"
"Gonorrhea","2022","Michigan","26","20-24","4,338","619.3"
"Gonorrhea","2022","Michigan","26","25-29","3,181","489.4"
"Primary and Secondary Syphilis","2022","Michigan","26","15-19","48","7.5"
"Primary and Secondary Syphilis","2022","Michigan","26","20-24","129","18.4"
"Primary and Secondary Syphilis","2022","Michigan","26","25-29","166","25.5"
"Chlamydia","2022","Minnesota","27","15-19","5,223","1395.3"
"Chlamydia","2022","Minnesota","27","20-24","7,696","2074.4"
"Chlamydia","2022","Minnesota","27","25-29","3,780","1045.0"
"Gonorrhea","2022","Minnesota","27","15-19","1,175","313.9"
"Gonorrhea","2022","Minnesota","27","20-24","1,963","529.1"
"Gonorrhea","2022","Minnesota","27","25-29","1,591","439.8"
"Primary and Secondary Syphilis","2022","Minnesota","27","15-19","24","6.4"
"Primary and Secondary Syphilis","2022","Minnesota","27","20-24","79","21.3"
"Primary and Secondary Syphilis","2022","Minnesota","27","25-29","94","26.0"
"Chlamydia","2022","Mississippi","28","15-19","7,044","3402.8"
"Chlamydia","2022","Mississippi","28","20-24","8,523","4052.3"
"Chlamydia","2022","Mississippi","28","25-29","3,792","2047.1"
"Gonorrhea","2022","Mississippi","28","15-19","2,620","1265.7"
"Gonorrhea","2022","Mississippi","28","20-24","3,460","1645.1"
"Gonorrhea","2022","Mississippi","28","25-29","2,056","1109.9"
"Primary and Secondary Syphilis","2022","Mississippi","28","15-19","54","26.1"
"Primary and Secondary Syphilis","2022","Mississippi","28","20-24","178","84.6"
"Primary and Secondary Syphilis","2022","Mississippi","28","25-29","169","91.2"
"Chlamydia","2022","Missouri","29","15-19","8,999","2247.5"
"Chlamydia","2022","Missouri","29","20-24","11,162","2640.0"
"Chlamydia","2022","Missouri","29","25-29","5,614","1408.2"
"Gonorrhea","2022","Missouri","29","15-19","2,703","675.1"
"Gonorrhea","2022","Missouri","29","20-24","4,065","961.4"
"Gonorrhea","2022","Missouri","29","25-29","2,842","712.9"
